Model,Scenario,Region,Variable,Unit,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
TIAM_Grantham,D3_HP_PriceShock,AFR,Secondary Energy|Electricity|Gas,EJ/yr,0.665794451,0.665794451,1.34160805,0,0,0,0,0,0,0,0
TIAM_Grantham,D3_HP_PriceShock,AFR,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,0.665794451,0.665794451,1.34160805,0,0,0,0,0,0,0,0
TIAM_Grantham,D3_HP_PriceShock,AFR,Secondary Energy|Electricity|Geothermal,EJ/yr,0.0031932,0.002914933,0,0.007537476,0.070198214,0.17559515,0.224704135,0.224704135,0.224704135,0.224704135,0.224704135
TIAM_Grantham,D3_HP_PriceShock,AFR,Secondary Energy|Electricity|Hydro,EJ/yr,0.3236292,0.455994785,0.411460506,0.6501309,0.902728636,1.490222173,1.77965064,1.77965064,2.50766136,2.50766136,2.50766136
TIAM_Grantham,D3_HP_PriceShock,AFR,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,0.3312567,0.468468566,0.507393907,1.958983539,3.91932622,8.666693176,11.82267823,15.55469852,20.9642663,26.85595937,33.3193411
TIAM_Grantham,D3_HP_PriceShock,AFR,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0406548,0.0405912,0.0722,0.108,0.2023,0.4648,0.693375,0.823875,0.9666,1.0747,1.1485
TIAM_Grantham,D3_HP_PriceShock,AFR,Secondary Energy|Electricity|Oil,EJ/yr,0.187002,0.181659086,0.1683018,0.11219647,0.056091139,0,0,0,0,0,0
TIAM_Grantham,D3_HP_PriceShock,AFR,Secondary Energy|Electricity|Oil|w/o CCS,EJ/yr,0.187002,0.181659086,0.1683018,0.11219647,0.056091139,0,0,0,0,0,0
TIAM_Grantham,D3_HP_PriceShock,AFR,Secondary Energy|Electricity|Solar,EJ/yr,0.0014391,0.00682466,0.028702075,1.164990353,1.280430494,2.856975987,3.843834013,4.786874375,5.825358604,6.963398316,7.998544125
TIAM_Grantham,D3_HP_PriceShock,AFR,Secondary Energy|Electricity|Solar|CSP,EJ/yr,0,0.00538556,0.001962075,0.011163288,0.012655067,0.013296833,0.013294307,0.013293044,0.013291781,0.013290518,0.013289255
